Title,Skill Level,Yarn Weight,Fiber Type,Yardage,Category,Hook Size,Pattern Link
Wonderfluff Triangle Cardigan,Intermediate,Bulky,Alpaca,994-1562,,I/5.5mm crochet hook,https://www.crochet.com/wonderfluff-triangle-cardigan/p/12757D
Woodhaven Trivet,Beginner,Super Bulky,Wool,132,,Size P (11.5mm): hook,https://www.crochet.com/woodhaven-trivet/p/17833D
Woodland Crochet Fox Amigurumi Doll,Intermediate,"Worsted, Fingering, Lace",Wool,182,,E/3.5mm crochet hook,https://www.crochet.com/woodland-crochet-fox-amigurumi-doll/p/12036D
Wyoming Valley Throw,Beginner,Worsted,Wool,3165,,H/5.0mm crochet hook,https://www.crochet.com/wyoming-valley-throw/p/17964D
Yuletide Cowl,Intermediate,Worsted,Wool,660,,H/8 (5.0mm) crochet hook,https://www.crochet.com/yuletide-cowl/p/58145
51 Degrees North - Crochet Hooded Cowl,Intermediate,Bulky,Acrylic,748,,K/6.5mm crochet hook,https://www.crochet.com/51-degrees-north-crochet-hooded-cowl/p/13212D
2022 Stitch Together Blanket,Intermediate,Worsted,Wool,4004,,I/5.5mm crochet hook,https://www.crochet.com/2022-stitch-together-blanket/p/18646D
Aberdeen Pullover,Intermediate,Worsted,Acrylic,1962-2834,,H/5.0mm & I/5.5mm crochet hooks,https://www.crochet.com/aberdeen-pullover/p/56291
Ada Sweater,Intermediate,DK,Wool,1095-2430,,G/4.0mm crochet hook,https://www.crochet.com/ada-sweater/p/15751D
Adley Project Bag,Intermediate,Worsted,Cotton,190-420,,Size 7 (4.5mm) Crochet hook,https://www.crochet.com/adley-project-bag/p/18453D
Advent Calendar Pillow,Intermediate,Worsted,Wool,1230,,G/4.0mm crochet hook,https://www.crochet.com/advent-calendar-pillow/p/18494D
Adventure Time Blanket,Intermediate,Fingering,Cotton,1308,,US D/3 (3.25mm) Crochet hook,https://www.crochet.com/adventure-time-blanket/p/56370
Alainn Shawl,Intermediate,Fingering,Alpaca,1200,,D/3.25mm crochet hook,https://www.crochet.com/alainn-shawl/p/18625D
Alex Sweater,Intermediate,DK,,975-2250,Crochet,J/6.0mm crochet hook,https://www.crochet.com/alex-sweater/p/N2316
Aliza Cardigan,Intermediate,Fingering,,720-1260,Crochet,H/5.0mm crochet hook,https://www.crochet.com/aliza-cardigan/p/17913D
All Ages Hearts Abound Crochet Beanie,Intermediate,Fingering,Wool,350,,"C/2.5mm, D/3.0mm, E/3.5mm, or G/4.0mm crochet hook depending on size being made",https://www.crochet.com/all-ages-hearts-abound-crochet-beanie/p/12065D
All Ages Newsboy Crochet Cap,Intermediate,Aran/Heavy Worsted,Alpaca,164,,F/4.0mm and J/6.0mm crochet hooks,https://www.crochet.com/all-ages-newsboy-crochet-cap/p/10567D
All the Leaves in the Forest Shawl,Intermediate,Fingering,Wool,458,,D/3.25mm crochet hook,https://www.crochet.com/all-the-leaves-in-the-forest-shawl/p/18599D
Alpine Cabled Toque & Cowl Set,Intermediate,Bulky,Wool,145-250,,"J/6.0mm crochet hook, K/6.5mm crochet hook",https://www.crochet.com/alpine-cabled-toque-cowl-set/p/18734D
Alpine Cat Hat,Intermediate,"Worsted, Aran/Heavy Worsted",Cotton,255,,H/5.0mm crochet hook,https://www.crochet.com/alpine-cat-hat/p/18755D
Alpine Pocket Scarf,Beginner,"DK, Super Bulky",Alpaca,761,,G/4.0mm crochet hook,https://www.crochet.com/alpine-pocket-scarf/p/15752D
Alpine Star Tree Topper,Intermediate,Worsted,Cotton,228,,G/4.0mm crochet hook,https://www.crochet.com/alpine-star-tree-topper/p/15712D
Altura Coaster,Beginner,Worsted,Cotton,60,,7/4.5mm crochet hook,https://www.crochet.com/altura-coaster/p/13566D
Altura Trivet,Beginner,Worsted,Cotton,120,,7/4.5mm crochet hook,https://www.crochet.com/altura-trivet/p/13588D
Always Beanie,Intermediate,Super Bulky,,125,Crochet,M/N/9.0mm crochet hook,https://www.crochet.com/always-beanie/p/N3028
Always Forward Pillow,Intermediate,Worsted,Wool,446,,J/6.0mm crochet hook,https://www.crochet.com/always-forward-pillow/p/18021D
Always a Wolverine Hat,Intermediate,Fingering,Wool,116-255,Crochet,E/3.5mm crochet hook,https://www.crochet.com/always-a-wolverine-hat/p/18778D
Amalfi Ribbed Sweater,Beginner,DK,Alpaca,1177-2211,,H/5.0mm crochet hook,https://www.crochet.com/amalfi-ribbed-sweater/p/18396D
Amaretti Cardigan,Intermediate,Worsted,Wool,1040-2288,,"J/6.0mm, I/5.5mm crochet hook",https://www.crochet.com/amaretti-cardigan/p/18004D
Amelia Pullover,Intermediate,Worsted,Acrylic,1085-2172,,"I/5.5mm, G/4.0mm crochet hook",https://www.crochet.com/amelia-pullover/p/18072D
Amigurumi Crochet Cupcake,,Worsted,,200,,E/3.5mm crochet hook,https://www.crochet.com/amigurumi-crochet-cupcake/p/55495D
Amigurumi Crochet Yeti,Intermediate,Sport,Acrylic,125,,E/3.5mm crochet hook,https://www.crochet.com/amigurumi-crochet-yeti/p/12976D
"Amigurumi Pals: Bear, Bunn, and Kitty",Intermediate,Worsted,Acrylic,700,,G/4.25mm crochet hook,https://www.crochet.com/amigurumi-pals-bear-bunn-and-kitty/p/13185D
Anabelle Sava Top,Intermediate,Fingering,Wool,1617-4851,,U.S. Size G/6 (4mm) crochet hook,https://www.crochet.com/anabelle-sava-top/p/17765D
Ancel Wrap,Intermediate,Fingering,Wool,1848-3234,,US 7 (4.5mm) Crochet Hook,https://www.crochet.com/ancel-wrap/p/58007
Anfora Blanket,Beginner,Worsted,Wool,3740,,US G (4.25mm) Crochet Hook,https://www.crochet.com/anfora-blanket/p/58029
Anne's LOVE Blanket,Intermediate,Worsted,Cotton,3578,,H/5.0mm crochet hook,https://www.crochet.com/anne-s-love-blanket/p/18682D
Anton Beanie,Intermediate,Worsted,Wool,264,,I/5.5mm crochet hook,https://www.crochet.com/anton-beanie/p/15753D
Apeks Throw Pillow,Intermediate,Worsted,Wool,675,,I/5.5mm crochet hook,https://www.crochet.com/apeks-throw-pillow/p/15779D
Appalachia Bandana Cowl,Intermediate,DK,Alpaca,280,,7/4.5mm crochet hook,https://www.crochet.com/appalachia-bandana-cowl/p/15703D
Appalachian Pillow,Intermediate,"Worsted, Super Bulky",Cotton,572,,G/4.0mm crochet hook,https://www.crochet.com/appalachian-pillow/p/18872D
Apricity Cowl,Beginner,Bulky,Alpaca,284,,P/11.5mm crochet hook,https://www.crochet.com/apricity-cowl/p/18853D
Arden Herringbone Pullover,Intermediate,Worsted,Cotton,654-1853,,7 (4.5mm) & H/8 (5mm) Crochet hook,https://www.crochet.com/arden-herringbone-pullover/p/55019D
Arielle's Square Blanket,Beginner,Worsted,Wool,1664-2912,,G/4.0mm crochet hook,https://www.crochet.com/arielle-s-square-blanket/p/13861D
Asana Yoga Socks,Intermediate,Sport,Wool,90-120,,7/4.5mm crochet hook,https://www.crochet.com/asana-yoga-socks/p/15746D
Ash Rose Shrug,Intermediate,Worsted,Wool,1695-2045,,G/4.0mm crochet hook,https://www.crochet.com/ash-rose-shrug/p/14373D
Aspen Tunic,Intermediate,Sport,Acrylic,910-2400,,US Size H (5mm) crochet hook,https://www.crochet.com/aspen-tunic/p/17753D
Aurora Rainbow Baby Blanket,Intermediate,Worsted,Acrylic,1780,,H/5.0mm crochet hook,https://www.crochet.com/aurora-rainbow-baby-blanket/p/18760D
Aurora Scarf,Beginner,Super Bulky,Wool,200,,L/8.0mm crochet hook,https://www.crochet.com/aurora-scarf/p/15770D
Aurora Shawl,Intermediate,DK,Wool,925,,I / 5.5mm Crochet Hook,https://www.crochet.com/aurora-shawl/p/18144D
Autumn Earwarmer,Intermediate,DK,Wool,60-80,,H/5.0mm crochet hook,https://www.crochet.com/autumn-earwarmer/p/18032D
Autumn Jewells Shawl,Intermediate,Fingering,Wool,1015,,G/4.0mm crochet hook,https://www.crochet.com/autumn-jewells-shawl/p/15754D
Autumn Leaves Cowl,Intermediate,Fingering,Wool,250,Crochet,F/3.75mm crochet hook,https://www.crochet.com/autumn-leaves-cowl/p/15595D
Autumn Swirl Blanket,Intermediate,Worsted,Wool,3699,,H/5.0mm crochet hook,https://www.crochet.com/autumn-swirl-blanket/p/12610D
Autumn Textures Cowl,Intermediate,Worsted,Wool,198,,I/5.5mm crochet hook,https://www.crochet.com/autumn-textures-cowl/p/18006D
Ava Dishcloth & Dish Towel Set,Beginner,Worsted,Cotton,62-210,,I/5.5mm crochet hook,https://www.crochet.com/ava-dishcloth-dish-towel-set/p/15598D
Aztec Wrap,Intermediate,Worsted,Wool,1085,,I/5.5mm crochet hook,https://www.crochet.com/aztec-wrap/p/18468D
B'Waveable Hat,Intermediate,Worsted,Wool,321,Crochet,J/6.00mm crochet hook,https://www.crochet.com/b-waveable-hat/p/15585D
BB Beanie,Beginner,"Aran/Heavy Worsted, Worsted",Cotton,284,Crochet,H/5.0mm crochet hook,https://www.crochet.com/bb-beanie/p/15517D
Baby Animals,Intermediate,Lace,Cotton,25-35,,1.5mm: hook,https://www.crochet.com/baby-animals/p/58182
Baby Bobble Jumper,Intermediate,Worsted,Wool,624,,US I/9 (5.5mm) Crochet Hook for body: US 7 (4.5mm) for ribbing,https://www.crochet.com/baby-bobble-jumper/p/58013
Baby Owl Lovey,Intermediate,Worsted,Acrylic,54,,"G/4.0mm, I/5.5mm crochet hook",https://www.crochet.com/baby-owl-lovey/p/18132D
Bamako Pillow,Intermediate,Bulky,Wool,860,,K/6.5mm crochet hook,https://www.crochet.com/bamako-pillow/p/18728D
Bambino Ripple Blanket,Intermediate,Worsted,Cotton,1199,,Size I/9 (5.5mm) Crochet hook,https://www.crochet.com/bambino-ripple-blanket/p/58157
Bamboo Bear,Intermediate,Worsted,Wool,209,,"I/5.5 mm, J/6.0mm, K/6.5mm crochet hook",https://www.crochet.com/bamboo-bear/p/18012D
Bands of Kindness Shawl,Intermediate,Fingering,Wool,265-355,Crochet,D/3.25mm crochet hook,https://www.crochet.com/bands-of-kindness-shawl/p/15762D
Barn Quilt Blanket,Intermediate,Worsted,Acrylic,1744-4142,,H/5.0mm crochet hook,https://www.crochet.com/barn-quilt-blanket/p/17993D
Barnabee Bumbles,Beginner,"Worsted, Aran/Heavy Worsted",Cotton,401,,E/3.5mm crochet hook,https://www.crochet.com/barnabee-bumbles/p/18104D
Bavaria Hat and Mittens,Intermediate,Worsted,Acrylic,1090,,I/5.5mm crochet hook,https://www.crochet.com/bavaria-hat-and-mittens/p/15786D
Bay Tree Hat,Intermediate,Worsted,Wool,228,,J/6.0mm crochet hook,https://www.crochet.com/bay-tree-hat/p/15771D
Be My Bunny,Intermediate,"Bulky, Worsted",,462,Crochet,G/4.0mm crochet hook,https://www.crochet.com/be-my-bunny/p/N4251
Beach Day Swimsuit Cover Up,Beginner,DK,Cotton,984-1230,,F/3.75mm crochet hook,https://www.crochet.com/beach-day-swimsuit-cover-up/p/18470D
Beach Please Blanket,Beginner,Super Bulky,Wool,212-424,Crochet,Size O-16 (12 mm) Crochet hook,https://www.crochet.com/beach-please-blanket/p/18671D
Beach Please Tote Bag,Intermediate,Worsted,Acrylic,1000,,I/5.5mm crochet hook,https://www.crochet.com/beach-please-tote-bag/p/18937D
Beach Waves Market Bag,Intermediate,Worsted,Cotton,570,,H/5.0mm crochet hook,https://www.crochet.com/beach-waves-market-bag/p/18429D
Beachy Babe Halter Top,Intermediate,Worsted,,404-866,Crochet,I/5.5mm crochet hook,https://www.crochet.com/beachy-babe-halter-top/p/N16017D
Beaded Collar Peplum,Intermediate,Fingering,Wool,860-2000,,D/3.25mm crochet hook,https://www.crochet.com/beaded-collar-peplum/p/18808D
Beautiful Waistcoat Washcloth,Intermediate,Worsted,Cotton,90,,H/5.0mm crochet hook,https://www.crochet.com/beautiful-waistcoat-washcloth/p/18658D
Becky Cardigan,Intermediate,Sport,Acrylic,1200-1950,,H/5.0mm crochet hook,https://www.crochet.com/becky-cardigan/p/15596D
Bee Fingerless Mittens,Intermediate,Fingering,Wool,410,,F/3.75mm crochet hook,https://www.crochet.com/bee-fingerless-mittens/p/18492D
Bellamy Bunny Hat & Cowl,Intermediate,Bulky,Alpaca,284-426,,K/10.5 (6.5mm) crochet hook,https://www.crochet.com/bellamy-bunny-hat-cowl/p/55018D
Belle Vie Shawl,Intermediate,Fingering,Wool,1830,Crochet,US C/2 (2.75 mm) Crochet hook,https://www.crochet.com/belle-vie-shawl/p/55094D
Bermuda Tote,Intermediate,"Worsted, Bulky",Acrylic,1230,,G/4.0mm crochet hook,https://www.crochet.com/bermuda-tote/p/18788D
Better Than Basic Ringer,Intermediate,Fingering,Wool,973-2282,Crochet,F/3.75mm crochet hook,https://www.crochet.com/better-than-basic-ringer/p/18809D
Better Together Unisex Beanie,Intermediate,DK,Alpaca,150-204,,7/4.5mm crochet hook,https://www.crochet.com/better-together-unisex-beanie/p/15704D
Better than Basic Tank,Intermediate,Sport,Acrylic,819-1638,,E/3.5mm crochet hook,https://www.crochet.com/better-than-basic-tank/p/18687D
Betulla Tunic,Beginner,Worsted,Wool,1100-1320,,US 7 (4.5mm) & US H/8 (5.0mm) Crochet hooks,https://www.crochet.com/betulla-tunic/p/58028
Bijou Top,Intermediate,Sport,Wool,650-1450,,"G/4.5mm, E/3.5mm crochet hook",https://www.crochet.com/bijou-top/p/18127D
Billy the Buck,Intermediate,Worsted,Acrylic,278,,D/3.25mm crochet hook,https://www.crochet.com/billy-the-buck/p/18799D
Birch Pillow,Intermediate,"Worsted, Super Bulky",Wool,561,,"I/5.5mm crochet hook, L/7.0mm crochet hook",https://www.crochet.com/birch-pillow/p/18719D
Black Cat Basket,Intermediate,"Super Bulky, Bulky",,520,,"H/5.0mm, K/6.5mm, and L/11.0mm crochet hooks",https://www.crochet.com/black-cat-basket/p/15048D
Black Cat Poncho,Intermediate,"Super Bulky, Bulky",,950-2330,,N/10mm crochet hook,https://www.crochet.com/black-cat-poncho/p/15049D
Black Out Yoke,Intermediate,Fingering,Wool,1680-3460,,D/3.25mm crochet hook,https://www.crochet.com/black-out-yoke/p/15728D
Black Raspberry Shawl,Intermediate,DK,Cotton,760,,Size 6 (4mm): crochet hook,https://www.crochet.com/black-raspberry-shawl/p/13467D
Blackberry Crumble Pullover,Intermediate,Worsted,Acrylic,436-872,,Size H/8 (5.0 mm) Crochet hook,https://www.crochet.com/blackberry-crumble-pullover/p/56306
Blipped Messy Bun Beanie,Intermediate,"Worsted, Aran/Heavy Worsted",Cotton,284,,H/5.0mm crochet hook,https://www.crochet.com/blipped-messy-bun-beanie/p/18077D
Blissful Hair Towel,Intermediate,"Worsted, DK",Cotton,369,,H/7 (4.5mm) crochet hook,https://www.crochet.com/blissful-hair-towel/p/55077
Bloom Beanie,Intermediate,Worsted,Wool,168-275,,G/4.0mm crochet hook,https://www.crochet.com/bloom-beanie/p/18821D
Blue Ridge Poncho,Intermediate,Bulky,Wool,1808,Crochet,I/9 (5.5mm) Crochet hook,https://www.crochet.com/blue-ridge-poncho/p/55054D
Bob And Betty Bird,Intermediate,Worsted,Acrylic,67-73,,,https://www.crochet.com/bob-and-betty-bird/p/17776D
Bobbi Cowl,Intermediate,Worsted,Wool,450-550,,"I/5.5mm crochet hook, J/6.00mm crochet hook",https://www.crochet.com/bobbi-cowl/p/18610D
Bobbi Pocket Scarf,Intermediate,Worsted,Wool,660,,H/5.0mm crochet hook,https://www.crochet.com/bobbi-pocket-scarf/p/18069D
Bobble Clutch Bag,Intermediate,DK,Cotton,246,,US 7 (4.5mm) Crochet Hook,https://www.crochet.com/bobble-clutch-bag/p/58036
Bobble Diamonds Throw,Intermediate,Worsted,Wool,1872,,Size  I/9 (5.5mm) Crochet hook,https://www.crochet.com/bobble-diamonds-throw/p/58063
Bobble Soap Sack,Intermediate,Worsted,Cotton,190-1140,,Size I/9 (5.5mm) Crochet hook,https://www.crochet.com/bobble-soap-sack/p/58281
Bobbled Bogey Golf Club Covers,Intermediate,Worsted,Acrylic,500,,H/5.0mm crochet hook,https://www.crochet.com/bobbled-bogey-golf-club-covers/p/18785D
Bobbles and Baubles Stocking,Intermediate,Worsted,Wool,990,,Size I/9 (5.5mm) Crochet hook,https://www.crochet.com/bobbles-and-baubles-stocking/p/54089D
Bobby Granny Square Blanket,Beginner,Worsted,Acrylic,2600,,Size I/9 (5.5mm) Crochet hook,https://www.crochet.com/bobby-granny-square-blanket/p/18672D
Bobby the Bear,Intermediate,Worsted,Acrylic,228,,D/3.25mm crochet hook,https://www.crochet.com/bobby-the-bear/p/18800D
Bohemian Mosaic Placemat,Intermediate,Sport,Cotton,548,,D/3.0mm crochet hook,https://www.crochet.com/bohemian-mosaic-placemat/p/18890D
Boho Bobble Sleeve Dress,Intermediate,Sport,Acrylic,1960-3900,,7/4.5mm crochet hook,https://www.crochet.com/boho-bobble-sleeve-dress/p/18574D
Boho Coasters and Placemats,Beginner,Worsted,Cotton,380,Crochet,I/5.5mm crochet hook,https://www.crochet.com/boho-coasters-and-placemats/p/18190D
Boho Mug Rugs,Intermediate,Worsted,Cotton,72,,G/4.0mm crochet hook,https://www.crochet.com/boho-mug-rugs/p/18585D
Boho Sunset Shawl,Intermediate,DK,Wool,482,,I/5.5mm crochet hook,https://www.crochet.com/boho-sunset-shawl/p/18017D
Boho Triangle Cowl,Intermediate,Worsted,Acrylic,218,,I/5.5mm crochet hook,https://www.crochet.com/boho-triangle-cowl/p/18079D
Bold Stripes Blanket,Beginner,Worsted,Wool,950,,H/5.0mm crochet hook,https://www.crochet.com/bold-stripes-blanket/p/18804D
Bonfire Snuggles Hoodie,Intermediate,Bulky,Cotton,1030-2125,,J/6.00mm crochet hook,https://www.crochet.com/bonfire-snuggles-hoodie/p/18633D
Bonnie Bell Beanie,Intermediate,Worsted,Wool,50-125,,I/5.5mm crochet hook,https://www.crochet.com/bonnie-bell-beanie/p/18013D
Bonny Billow Pillow,Intermediate,Bulky,Cotton,480,,K/6.5mm crochet hook,https://www.crochet.com/bonny-billow-pillow/p/15783D
Bonny Mitts,Intermediate,Worsted,Acrylic,218,,I /5.5 mm crochet hook,https://www.crochet.com/bonny-mitts/p/56289
Boston Slouch,Intermediate,Sport,Acrylic,212-250,,H/5.0mm crochet hook,https://www.crochet.com/boston-slouch/p/15699D
Botanist Basket,Beginner,Super Bulky,Wool,212,,Sizes K-10.5 (6.5 mm) & P-15 (10 mm),https://www.crochet.com/botanist-basket/p/18673D
Braided Crochet Hat,Intermediate,Worsted,Wool,250,,"I/5.5mm, H/5mm crochet hook",https://www.crochet.com/braided-crochet-hat/p/18020D
Braided Fishtail Toque,Intermediate,DK,Alpaca,185-330,,US G/6 (4mm) or size needed to obtain gauge,https://www.crochet.com/braided-fishtail-toque/p/17746D
Braircliff Tea Cozy,Intermediate,Worsted,Wool,515,Crochet,US G / 4.0 mm,https://www.crochet.com/braircliff-tea-cozy/p/17742D
Brava Beanie,Beginner,Worsted,Acrylic,65-165,,US J/10 (6.00mm) Crochet Hook,https://www.crochet.com/brava-beanie/p/58068
Breezy Bobble Tote Bag,Intermediate,Worsted,,409,Crochet,G/4.0mm crochet hook,https://www.crochet.com/breezy-bobble-tote-bag/p/N3904
Briar Produce Bag,Intermediate,DK,Cotton,400,,E/3.5mm crochet hook,https://www.crochet.com/briar-produce-bag/p/15597D
Bright Gifts Wrap,Intermediate,Worsted,Wool,1100,,US H/8 (5mm),https://www.crochet.com/bright-gifts-wrap/p/58147
Brighter Days Blanket,Intermediate,Worsted,Acrylic,2560,,L/8.0mm Tunisian crochet hook,https://www.crochet.com/brighter-days-blanket/p/18824D
Britta Top,Intermediate,DK,Cotton,577-1419,,G/4.0mm crochet hook,https://www.crochet.com/britta-top/p/15901D
Broadquay Blanket,Intermediate,Worsted,Acrylic,1660,,J/6.00mm crochet hook,https://www.crochet.com/broadquay-blanket/p/12611D
Brynn Kerchief,Intermediate,Fingering,Wool,50-100,,H/5.0mm crochet hook,https://www.crochet.com/brynn-kerchief/p/18224D
Bubbles Hanging Air Planter,Intermediate,Worsted,Acrylic,60,,Size G/6 (4mm): hook,https://www.crochet.com/bubbles-hanging-air-planter/p/17781D
Bucket Full of Posies Hat,Intermediate,Worsted,Cotton,250-884,,7/4.5mm crochet hook,https://www.crochet.com/bucket-full-of-posies-hat/p/18823D
Buffalo Check Pom-Pom Hat,Intermediate,Worsted,Wool,440,,Sizes H/8 (5.0mm)  &  I/9 (5.5mm) Crochet hook,https://www.crochet.com/buffalo-check-pom-pom-hat/p/58256
Buffalo Check Pom-Pom Scarf,Intermediate,Worsted,Wool,770,,Sizes I/9 (5.5mm) &  J/10 (6.0mm) Crochet hook,https://www.crochet.com/buffalo-check-pom-pom-scarf/p/58255
Bulky & Quick Messy Bun Beanie,Beginner,Super Bulky,Wool,32-72,,M/9.0mm crochet hook,https://www.crochet.com/bulky-quick-messy-bun-beanie/p/15738D
Bulky Celtic Beanie,Intermediate,Bulky,Cotton,145-270,,"I/9.0mm crochet hook, J/6.0mm crochet hook",https://www.crochet.com/bulky-celtic-beanie/p/18735D
Bulky Mosaic Beanie,Intermediate,Bulky,Wool,110-205,,J/6.00mm crochet hook,https://www.crochet.com/bulky-mosaic-beanie/p/18736D
Bulky Swish Sweater,Intermediate,"Bulky, Aran/Heavy Worsted",Wool,822-2192,Crochet,US K/10.5 (6.5mm) Crochet hook,https://www.crochet.com/bulky-swish-sweater/p/55093D
Bumpy Road Cardigan,Beginner,Worsted,Wool,1275-3000,,J/6.00mm crochet hook,https://www.crochet.com/bumpy-road-cardigan/p/18894D
Bunny Slope Beanie,Intermediate,Super Bulky,Wool,109,Crochet,US P/Q (15mm) Crochet hook,https://www.crochet.com/bunny-slope-beanie/p/55141D
Busy Bee Throw,Intermediate,Worsted,Wool,2860,,J/6.0mm crochet hook,https://www.crochet.com/busy-bee-throw/p/13643D
Butterfly Banner,Intermediate,Worsted,Cotton,795,Crochet,G/4.0mm crochet hook,https://www.crochet.com/butterfly-banner/p/18008D
Buttons and Bobbles Tree Skirt,Beginner,Super Bulky,Wool,626,,12mm crochet hook,https://www.crochet.com/buttons-and-bobbles-tree-skirt/p/18336D
C2C Lemon Peel Dishcloth,Intermediate,Worsted,Cotton,90,,7/4.5mm crochet hook,https://www.crochet.com/c2c-lemon-peel-dishcloth/p/13066D
Cable Floor Pouf,Intermediate,Bulky,Cotton,460-800,,J/6.00mm crochet hook,https://www.crochet.com/cable-floor-pouf/p/18762D
Cable Pillow,Intermediate,"Bulky, Aran/Heavy Worsted",Wool,579,,K/6.5mm crochet hook,https://www.crochet.com/cable-pillow/p/18723D
Cabled Heart Pullover,Intermediate,DK,Wool,1327-2497,,7/4.5mm crochet hook,https://www.crochet.com/cabled-heart-pullover/p/17745D
Cables & Lattice Pillow Cover,Intermediate,Bulky,Wool,685,,K/6.5mm crochet hook,https://www.crochet.com/cables-lattice-pillow-cover/p/18727D
Cabot Trail Cardigan,Intermediate,"Sport, DK",Cotton,965-1845,,"G/4.0mm crochet hook, 7/4.5mm crochet hook",https://www.crochet.com/cabot-trail-cardigan/p/18845D
Cactus Coaster Quartet,Intermediate,Worsted,Acrylic,1744,,G/4.0mm crochet hook,https://www.crochet.com/cactus-coaster-quartet/p/18124D
Cafe Au Lait Cozy Cowl Neck Sweater,Intermediate,Bulky,Acrylic,918-2219,,L/7.0mm crochet hook,https://www.crochet.com/cafe-au-lait-cozy-cowl-neck-sweater/p/18034D
